#TYPE System.Diagnostics.Process
"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"dasHost";"0";"228";"2203399200768";"9179136";"3162112";"12528";;;;;;;;"Process";"8";;;;;;"228";"4744";".";"0";"";;;;;"12528";"12528";"3162112";"3162112";"101480";"101480";"4849664";"4849664";"12963840";"12963840";"92078080";"2203410300928";;;"3162112";"3162112";;"dasHost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"80977920";"2203399200768";"False";;;;"9179136";"9179136";;
"dllhost";"10";"216";"2203504140288";"11735040";"3846144";"16720";"C:\WINDOWS\system32\DllHost.exe";"Microsoft Corporation";"0,234375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"COM Surrogate";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3272";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"216";"6304";".";"0";"";"System.Diagnostics.ProcessModule (DllHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16720";"16720";"3846144";"3846144";"144128";"144128";"6504448";"6504448";"13860864";"13860864";"199262208";"2203517485056";"True";"Normal";"3846144";"3846144";"00:00:00.1406250";"dllhost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:38:24 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.2343750";"00:00:00.0937500";"185917440";"2203504140288";"False";;;;"11735040";"11735040";;
"dllhost";"0";"199";"2203482931200";"9330688";"3555328";"16720";;;;;;;;"Process";"8";;;;;;"199";"8056";".";"0";"";;;;;"16720";"16720";"3555328";"3555328";"111344";"111344";"4177920";"4177920";"11374592";"11374592";"172867584";"2203491090432";;;"3555328";"3555328";;"dllhost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"164708352";"2203482931200";"False";;;;"9330688";"9330688";;
"dllhost";"0";"166";"2203407974400";"8855552";"1941504";"9104";;;;;;;;"Process";"8";;"True";;;;"166";"12384";".";"0";"";;;;;"9104";"9104";"1941504";"1941504";"102152";"102152";"2129920";"2129920";"8925184";"8925184";"92897280";"2203411120128";;;"1941504";"1941504";;"dllhost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"89751552";"2203407974400";"False";;;;"8855552";"8855552";;
"dllhost";"10";"366";"2203475517440";"19070976";"4415488";"16216";"C:\WINDOWS\system32\DllHost.exe";"Microsoft Corporation";"0,4375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"COM Surrogate";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"1632";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"366";"15264";".";"0";"";"System.Diagnostics.ProcessModule (DllHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16216";"16216";"4415488";"4415488";"226456";"226456";"69263360";"69263360";"49983488";"49983488";"245768192";"2203563991040";"True";"Normal";"4415488";"4415488";"00:00:00.2656250";"dllhost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:04:51 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.4375000";"00:00:00.1718750";"157294592";"2203475517440";"False";;;;"19070976";"19070976";;
"dwm";"10";"1280";"2203797786624";"100302848";"119586816";"51552";;;;;;;;"Process";"13";;;;;;"1280";"7156";".";"0";"";;;;;"51552";"51552";"119586816";"119586816";"800768";"800768";"158515200";"158515200";"121196544";"121196544";"527233024";"2203845455872";;;"119586816";"119586816";;"dwm";;"True";"10";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"479563776";"2203797786624";"False";;;;"100302848";"100302848";;
"explorer";"10";"3180";"2204092370944";"180232192";"125165568";"128408";"C:\WINDOWS\Explorer.EXE";"Microsoft Corporation";"136,578125";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Explorador de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"1264";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"3180";"9696";".";"65668";"";"System.Diagnostics.ProcessModule (Explorer.EXE)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"128408";"128408";"125165568";"125165568";"1277232";"1277232";"159801344";"159801344";"208920576";"208920576";"1527189504";"2204845412352";"True";"Normal";"125165568";"125165568";"00:01:11.9062500";"explorer";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:20 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:02:16.5781250";"00:01:04.6718750";"774148096";"2204092370944";"False";;;;"180232192";"180232192";;
"fontdrvhost";"0";"32";"2203388428288";"1830912";"1634304";"5432";;;;;;;;"Process";"8";;;;;;"32";"100";".";"0";"";;;;;"5432";"5432";"1634304";"1634304";"39912";"39912";"1634304";"1634304";"3461120";"3461120";"70205440";"2203388428288";;;"1634304";"1634304";;"fontdrvhost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"70205440";"2203388428288";"False";;;;"1830912";"1830912";;
"fontdrvhost";"10";"32";"2203500740608";"7827456";"4661248";"8696";;;;;;;;"Process";"8";;;;;;"32";"16124";".";"0";"";;;;;"8696";"8696";"4661248";"4661248";"253128";"253128";"4661248";"4661248";"10117120";"10117120";"182517760";"2203500740608";;;"4661248";"4661248";;"fontdrvhost";;"True";"10";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"182517760";"2203500740608";"False";;;;"7827456";"7827456";;
"ibtsiva";"0";"88";"4354035712";"3870720";"1224704";"5496";;;;;;;;"Process";"8";;;;;;"88";"4172";".";"0";"";;;;;"5496";"5496";"1224704";"1224704";"46272";"46272";"1355776";"1355776";"4861952";"4861952";"65359872";"4360327168";;;"1224704";"1224704";;"ibtsiva";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"59068416";"4354035712";"False";;;;"3870720";"3870720";;
"ICEsoundService64";"0";"972";"4371628032";"5341184";"5017600";"12384";;;;;;;;"Process";"8";;;;;;"972";"4184";".";"0";"";;;;;"12384";"12384";"5017600";"5017600";"95120";"95120";"5115904";"5115904";"9269248";"9269248";"80855040";"4375822336";;;"5017600";"5017600";;"ICEsoundService64";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"76660736";"4371628032";"False";;;;"5341184";"5341184";;
"Idle";"0";"0";"8192";"8192";"61440";"272";;;;;;;;"Process";"0";;;;;;"0";"0";".";"0";"";;;;;"272";"272";"61440";"61440";"0";"0";"61440";"61440";"12288";"12288";"8192";"8192";;;"61440";"61440";;"Idle";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"8192";"8192";"False";;;;"8192";"8192";;
"Intel_PIE_Service";"0";"163";"2203407679488";"8400896";"1929216";"9440";;;;;;;;"Process";"8";;;;;;"163";"2860";".";"0";"";;;;;"9440";"9440";"1929216";"1929216";"103736";"103736";"2019328";"2019328";"8429568";"8429568";"92602368";"2203410825216";;;"1929216";"1929216";;"Intel_PIE_Service";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"89456640";"2203407679488";"False";;;;"8400896";"8400896";;
"jusched";"10";"159";"73236480";"6938624";"1576960";"10584";"C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe";"Oracle Corporation";"0,03125";"2.8.241.7";"2.8.241.7";"Java Update Scheduler";"Java Platform SE Auto Updater";"Process";"8";;"False";;"3264";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"159";"15496";".";"0";"";"System.Diagnostics.ProcessModule (jusched.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"10584";"10584";"1576960";"1576960";"146080";"146080";"1789952";"1789952";"7757824";"7757824";"78569472";"78569472";"True";"Normal";"1576960";"1576960";"00:00:00.0312500";"jusched";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:35 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0312500";"00:00:00";"73236480";"73236480";"False";;;;"6938624";"6938624";;
"LockApp";"10";"523";"2203687002112";"39563264";"13430784";"28576";"C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe";"Microsoft Corporation";"0,875";"10.0.18362.329 (WinBuild.160101.0800)";"10.0.18362.329";"LockApp.exe";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2208";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"523";"7328";".";"0";"";"System.Diagnostics.ProcessModule (LockApp.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"28576";"28576";"13430784";"13430784";"519376";"519376";"17883136";"17883136";"51761152";"51761152";"382316544";"2203700539392";"True";"Normal";"13430784";"13430784";"00:00:00.3125000";"LockApp";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:31:46 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.8750000";"00:00:00.5625000";"368779264";"2203687002112";"False";;;;"39563264";"39563264";;
"lsass";"0";"1705";"2203452198912";"23027712";"11714560";"46792";;;;;;;;"Process";"9";;;;;;"1705";"852";".";"0";"";;;;;"46792";"46792";"11714560";"11714560";"243824";"243824";"12402688";"12402688";"25075712";"25075712";"137043968";"2203455266816";;;"11714560";"11714560";;"lsass";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"133976064";"2203452198912";"False";;;;"23027712";"23027712";;
"Memory Compression";"0";"0";"468451328";"242294784";"1040384";"0";;;;;;;;"Process";"8";;;;;;"0";"2528";".";"0";"";;;;;"0";"0";"1040384";"1040384";"4224";"4224";"1511424";"1511424";"615796736";"615796736";"736100352";"736100352";;;"1040384";"1040384";;"Memory Compression";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"468451328";"468451328";"False";;;;"242294784";"242294784";;
"Microsoft.Photos";"10";"2881";"6614114304";"336695296";"950603776";"100768";"C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2020.19081.28230.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe";"Microsoft Corporation";"394,484375";"2020.19081.28230.00000";"2020.19081.2823000000-release2019.11";"Microsoft.Photos.exe";"Microsoft Photos";"Process";"8";;"False";;"1648";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"2881";"13476";".";"132528";"Fotos";"System.Diagnostics.ProcessModule (Microsoft.Photos.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"100768";"100768";"950603776";"950603776";"1353088";"1353088";"1122418688";"1122418688";"921178112";"921178112";"-1938259968";"6651674624";"True";"Normal";"950603776";"950603776";"00:01:04.1718750";"Microsoft.Photos";"255";"False";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:08:58 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:06:34.4843750";"00:05:30.3125000";"-1975820288";"6614114304";"False";;;;"336695296";"336695296";;
"mmc";"10";"418";"2203537096704";"18587648";"9076736";"29080";;;"5,015625";;;;;"Process";"8";;;;;;"418";"6356";".";"2557432";"Administrador de dispositivos";;;;;"29080";"29080";"9076736";"9076736";"334272";"334272";"10596352";"10596352";"25759744";"25759744";"253108224";"2203571331072";;;"9076736";"9076736";"00:00:03.7968750";"mmc";;"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:59:14 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:05.0156250";"00:00:01.2187500";"218873856";"2203537096704";"False";;;;"18587648";"18587648";;
"mongod";"0";"272";"5741826048";"17002496";"194961408";"23656";;;;;;;;"Process";"8";;;;;;"272";"4364";".";"0";"";;;;;"23656";"23656";"194961408";"194961408";"153344";"153344";"204668928";"204668928";"174764032";"174764032";"1451053056";"5746020352";;;"194961408";"194961408";;"mongod";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"1446858752";"5741826048";"False";;;;"17002496";"17002496";;
"msedge";"10";"426";"2208608960512";"276987904";"237064192";"37744";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"220,3125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"3228";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"426";"808";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"37744";"37744";"237064192";"237064192";"847576";"847576";"287993856";"287993856";"347820032";"347820032";"1014775808";"2217217900544";"True";"Normal";"237064192";"237064192";"00:00:25.0625000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:06:10 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:03:40.3125000";"00:03:15.2500000";"995770368";"2208608960512";"False";;;;"276987904";"276987904";;
"msedge";"10";"247";"2208021094400";"32747520";"17412096";"17128";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,265625";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"1152";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"247";"2436";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"17128";"17128";"17412096";"17412096";"433864";"433864";"18923520";"18923520";"37564416";"37564416";"309051392";"2212217208832";"True";"Idle";"17412096";"17412096";"00:00:00.1093750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:39 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.2656250";"00:00:00.1562500";"407904256";"2208021094400";"False";;;;"32747520";"32747520";;
"msedge";"10";"223";"2207988011008";"23281664";"12091392";"15496";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,109375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"3068";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"223";"3116";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"15496";"15496";"12091392";"12091392";"449856";"449856";"12648448";"12648448";"23306240";"23306240";"309051392";"2212217208832";"True";"Idle";"12091392";"12091392";"00:00:00.0468750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 2:19:16 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1093750";"00:00:00.0625000";"374820864";"2207988011008";"False";;;;"23281664";"23281664";;
"msedge";"10";"472";"2208398831616";"220995584";"236109824";"40656";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"98,234375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"3260";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"472";"4776";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"40656";"40656";"236109824";"236109824";"667568";"667568";"322863104";"322863104";"374743040";"374743040";"309051392";"2212217208832";"True";"Idle";"236109824";"236109824";"00:00:02.8906250";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:20:11 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:01:38.2343750";"00:01:35.3437500";"785641472";"2208398831616";"False";;;;"220995584";"220995584";;
"msedge";"10";"315";"2203489837056";"10514432";"3555328";"14000";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,6875";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"2968";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"315";"4832";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"14000";"14000";"3555328";"3555328";"159296";"159296";"3866624";"3866624";"12652544";"12652544";"302182400";"2203620405248";"True";"Normal";"3555328";"3555328";"00:00:00.6093750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:32 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.6875000";"00:00:00.0781250";"171614208";"2203489837056";"False";;;;"10514432";"10514432";;
"msedge";"10";"297";"2203661099008";"17555456";"7196672";"19152";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"7,578125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"2960";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"297";"5700";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"19152";"19152";"7196672";"7196672";"472704";"472704";"7495680";"7495680";"18608128";"18608128";"359686144";"2203677908992";"True";"Normal";"7196672";"7196672";"00:00:02.1562500";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:07:20 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:07.5781250";"00:00:05.4218750";"342876160";"2203661099008";"False";;;;"17555456";"17555456";;
"msedge";"10";"1200";"2204657881088";"311160832";"400752640";"44312";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"250,828125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"10";;"False";;"3076";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1200";"5832";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"44312";"44312";"400752640";"400752640";"819488";"819488";"535343104";"535343104";"371175424";"371175424";"1399255040";"2204717477888";"True";"AboveNormal";"400752640";"400752640";"00:01:12.0312500";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:18:04 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:04:10.8281250";"00:02:58.7968750";"1339658240";"2204657881088";"False";;;;"311160832";"311160832";;
"msedge";"10";"288";"2208080564224";"79220736";"46301184";"22024";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"2,78125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"1592";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"288";"8600";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"22024";"22024";"46301184";"46301184";"471936";"471936";"67846144";"67846144";"100913152";"100913152";"309051392";"2212217208832";"True";"Idle";"46301184";"46301184";"00:00:00.4218750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:15:27 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.7812500";"00:00:02.3593750";"467374080";"2208080564224";"False";;;;"79220736";"79220736";;
"msedge";"10";"286";"2208064471040";"45027328";"42778624";"19304";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"1,671875";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"1372";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"286";"9236";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"19304";"19304";"42778624";"42778624";"439992";"439992";"68022272";"68022272";"88317952";"88317952";"496062464";"2220994154496";"True";"Idle";"42778624";"42778624";"00:00:00.2500000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:39 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:01.6718750";"00:00:01.4218750";"451280896";"2208064471040";"False";;;;"45027328";"45027328";;
"msedge";"10";"2136";"2204580929536";"279298048";"208822272";"78720";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"319,546875";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"1532";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"2136";"11280";".";"66210";"powershell/clase3.md at master ? jm3-cyber/powershell";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"78720";"78720";"208822272";"208822272";"1117232";"1117232";"359636992";"359636992";"409260032";"409260032";"1455267840";"2204773490688";"True";"Normal";"208822272";"208822272";"00:02:00.5312500";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:31 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:05:19.5468750";"00:03:19.0156250";"1262706688";"2204580929536";"False";;;;"279298048";"279298048";;
"msedge";"10";"216";"2208002113536";"37273600";"49999872";"19080";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,5";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"1552";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"216";"11492";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"19080";"19080";"49999872";"49999872";"478856";"478856";"50712576";"50712576";"74182656";"74182656";"315760640";"2212223918080";"True";"Normal";"49999872";"49999872";"00:00:00.1875000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:40 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.5000000";"00:00:00.3125000";"388923392";"2208002113536";"False";;;;"37273600";"37273600";;
"msedge";"10";"252";"2208072949760";"121049088";"104394752";"18624";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"23,4375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"3064";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"252";"12492";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"18624";"18624";"104394752";"104394752";"433384";"433384";"239808512";"239808512";"257622016";"257622016";"309055488";"2212217212928";"True";"Normal";"104394752";"104394752";"00:00:02.9218750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:33 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:23.4375000";"00:00:20.5156250";"459759616";"2208072949760";"False";;;;"121049088";"121049088";;
"msedge";"10";"247";"2208022876160";"34979840";"19611648";"17128";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,484375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"1412";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"247";"14536";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"17128";"17128";"19611648";"19611648";"425056";"425056";"22691840";"22691840";"40263680";"40263680";"309055488";"2212217212928";"True";"Normal";"19611648";"19611648";"00:00:00.1250000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:32 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.4843750";"00:00:00.3593750";"409686016";"2208022876160";"False";;;;"34979840";"34979840";;
"msedge";"10";"321";"2208095633408";"74686464";"52281344";"23792";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"7,515625";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"2852";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"321";"14672";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"23792";"23792";"52281344";"52281344";"470776";"470776";"81293312";"81293312";"116592640";"116592640";"309051392";"2212217208832";"True";"Idle";"52281344";"52281344";"00:00:00.7968750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:41 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:07.5156250";"00:00:06.7187500";"482443264";"2208095633408";"False";;;;"74686464";"74686464";;
"msedge";"10";"247";"2208016900096";"32768000";"17244160";"16992";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,4375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"1700";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"247";"15408";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16992";"16992";"17244160";"17244160";"437960";"437960";"18886656";"18886656";"37482496";"37482496";"309051392";"2212217208832";"True";"Idle";"17244160";"17244160";"00:00:00.1093750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:39 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.4375000";"00:00:00.3281250";"403709952";"2208016900096";"False";;;;"32768000";"32768000";;
"msedge";"10";"330";"2208133853184";"107155456";"75243520";"25968";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"6,515625";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"2452";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"330";"15916";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"25968";"25968";"75243520";"75243520";"478096";"478096";"102141952";"102141952";"136417280";"136417280";"309051392";"2212217208832";"True";"Normal";"75243520";"75243520";"00:00:00.4375000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:59:39 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:06.5156250";"00:00:06.0781250";"520663040";"2208133853184";"False";;;;"107155456";"107155456";;
